"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL__RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"330027","Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"36","200.89","151.93","249.85","5084","0.78","0.41","1.15","74","9.86","0.88","18.84","500","7.12","0.55","13.69","60","2.63","0.45","4.81","5359","0.54","0.00","2.23","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","84","3.53","1.84","5.22","Not Available","Not Available","Not Available","Not Available"
"330028","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"30","141.84","91.45","192.23","5252","0.15","0.00","0.52","215","11.40","3.42","19.38","790","5.01","0.00","10.52","141","2.51","0.37","4.65","5429","1.75","0.26","3.24","Not Available","Not Available","Not Available","Not Available","3","Not Available","Not Available","Not Available","66","2.57","0.94","4.20","Not Available","Not Available","Not Available","Not Available"
"330029","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","Not Available","5","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","189","0.39","0.00","0.98","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","190","2.03","0.00","5.30","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330030","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"10","Not Available","Not Available","Not Available","1857","0.30","0.00","0.81","73","8.50","0.00","18.05","190","5.25","0.00","14.62","45","2.07","0.00","4.25","1909","2.51","0.14","4.88","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","32","2.97","1.21","4.73","Not Available","Not Available","Not Available","Not Available"
"330033","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1532","0.44","0.00","0.95","144","11.72","2.94","20.50","226","5.11","0.00","14.36","27","2.69","0.49","4.89","1580","1.63","0.00","4.06","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","28","2.76","0.98","4.54","Not Available","Not Available","Not Available","Not Available"
"330037","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"4","Not Available","Not Available","Not Available","1094","0.32","0.00","0.85","45","9.24","0.00","19.20","120","6.52","0.00","16.97","22","Not Available","Not Available","Not Available","1137","2.39","0.00","4.96","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","30","3.94","2.20","5.68","Not Available","Not Available","Not Available","Not Available"
"330043","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"53","122.35","75.25","169.45","7941","0.30","0.00","0.63","445","9.95","3.50","16.40","1717","9.30","4.87","13.73","171","2.88","0.82","4.94","8211","1.48","0.28","2.68","Not Available","Not Available","Not Available","Not Available","16","Not Available","Not Available","Not Available","143","3.14","1.63","4.65","Not Available","Not Available","Not Available","Not Available"
"330044","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"60","155.25","110.82","199.68","10480","0.27","0.00","0.58","714","5.88","0.59","11.17","2005","3.52","0.00","7.32","260","2.25","0.23","4.27","10876","4.06","2.98","5.14","Not Available","Not Available","Not Available","Not Available","50","4.45","2.22","6.68","201","3.79","2.40","5.18","Not Available","Not Available","Not Available","Not Available"
"330045","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"99","125.01","85.26","164.76","12516","0.54","0.25","0.83","913","8.29","2.98","13.60","2519","7.37","4.04","10.70","313","2.18","0.20","4.16","12992","0.65","0.00","1.67","Not Available","Not Available","Not Available","Not Available","15","Not Available","Not Available","Not Available","267","3.36","2.03","4.69","Not Available","Not Available","Not Available","Not Available"
"330046","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"149","127.21","90.54","163.88","13809","0.34","0.05","0.63","1135","7.09","2.80","11.38","3282","6.00","2.92","9.08","349","3.65","1.65","5.65","14399","2.28","1.36","3.20","Not Available","Not Available","Not Available","Not Available","27","4.40","1.79","7.01","221","3.59","2.16","5.02","Not Available","Not Available","Not Available","Not Available"
"330047","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Better than U.S. National Rate",,"13","Not Available","Not Available","Not Available","4218","0.38","0.00","0.79","154","7.08","0.00","14.67","546","1.31","0.00","7.54","86","1.98","0.00","4.12","4412","1.87","0.13","3.61","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","121","2.60","1.11","4.09","Not Available","Not Available","Not Available","Not Available"
"330049","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"16","Not Available","Not Available","Not Available","2255","0.27","0.00","0.76","585","5.44","0.00","12.12","852","1.96","0.00","7.68","53","2.05","0.00","4.23","2264","1.83","0.00","3.85","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","77","3.10","1.38","4.82","Not Available","Not Available","Not Available","Not Available"
"330053","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"3","Not Available","Not Available","Not Available","1124","0.66","0.11","1.21","39","8.46","0.00","17.99","111","6.65","0.00","17.19","34","3.26","1.06","5.46","1137","1.25","0.00","3.82","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","18","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330055","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"132","145.80","109.66","181.94","16044","0.19","0.00","0.43","732","8.80","3.35","14.25","3274","5.87","2.83","8.91","400","2.11","0.17","4.05","16855","1.35","0.49","2.21","Not Available","Not Available","Not Available","Not Available","16","Not Available","Not Available","Not Available","351","2.96","1.67","4.25","Not Available","Not Available","Not Available","Not Available"
"330056","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"35","128.45","81.06","175.84","5662","0.45","0.08","0.82","158","14.53","6.81","22.25","748","1.87","0.00","7.46","113","3.69","1.53","5.85","5858","1.39","0.00","2.88","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","26","4.13","2.66","5.60","Not Available","Not Available","Not Available","Not Available"
"330057","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Better than U.S. National Rate",,"142","123.02","84.90","161.14","11532","0.59","0.32","0.86","1789","11.76","8.21","15.31","4160","4.61","1.96","7.26","568","1.55","0.00","3.43","13022","1.72","0.92","2.52","Not Available","Not Available","Not Available","Not Available","14","Not Available","Not Available","Not Available","248","2.86","1.68","4.04","Not Available","Not Available","Not Available","Not Available"
"330058","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"27","138.56","85.27","191.85","2486","0.39","0.00","0.88","249","8.37","0.94","15.80","483","5.80","0.00","12.99","78","2.05","0.00","4.23","2510","1.46","0.00","3.46","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","87","3.76","2.35","5.17","Not Available","Not Available","Not Available","Not Available"
"330059","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"341","104.62","78.65","130.59","28064","0.44","0.24","0.64","1150","10.55","6.53","14.57","5610","7.74","5.49","9.99","535","2.40","0.52","4.28","29370","1.50","0.83","2.17","Not Available","Not Available","Not Available","Not Available","43","3.65","1.30","6.00","307","3.21","1.90","4.52","Not Available","Not Available","Not Available","Not Available"
"330061","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"44","160.05","111.68","208.42","6797","0.51","0.12","0.90","372","9.98","3.53","16.43","1027","8.24","3.16","13.32","167","1.89","0.00","3.97","6971","0.72","0.00","2.13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","161","3.57","2.08","5.06","Not Available","Not Available","Not Available","Not Available"
"330064","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"35","134.99","86.34","183.64","3280","0.30","0.00","0.73","242","9.53","2.30","16.76","591","4.53","0.00","10.88","108","2.00","0.00","4.14","3553","1.73","0.06","3.40","Not Available","Not Available","Not Available","Not Available","12","Not Available","Not Available","Not Available","64","3.13","1.41","4.85","Not Available","Not Available","Not Available","Not Available"
"330065","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"13","Not Available","Not Available","Not Available","3060","0.25","0.00","0.72","79","19.80","10.71","28.89","300","4.33","0.00","12.84","46","2.05","0.00","4.23","3132","1.23","0.00","3.35","Not Available","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","31","3.85","2.11","5.59","Not Available","Not Available","Not Available","Not Available"
"330067","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"67","98.70","52.42","144.98","4748","0.20","0.00","0.63","847","12.74","7.17","18.31","1423","5.23","0.58","9.88","155","2.43","0.33","4.53","4851","1.18","0.00","2.67","Not Available","Not Available","Not Available","Not Available","14","Not Available","Not Available","Not Available","111","3.20","1.61","4.79","Not Available","Not Available","Not Available","Not Available"
"330073","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"17","Not Available","Not Available","Not Available","2427","0.27","0.00","0.76","147","6.63","0.00","15.06","299","3.94","0.00","12.05","55","2.07","0.00","4.25","2525","0.86","0.00","3.00","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","43","3.54","1.89","5.19","Not Available","Not Available","Not Available","Not Available"
"330074","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"11","Not Available","Not Available","Not Available","2160","0.28","0.00","0.79","171","13.10","4.59","21.61","339","2.20","0.00","10.26","40","2.08","0.00","4.26","2245","1.29","0.00","3.47","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","52","2.90","1.16","4.64","Not Available","Not Available","Not Available","Not Available"
