"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST"
"140179","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"109","79.25","44.34","114.17","11422","0.24","0.00","0.50","1918","6.87","4.55","9.19","417","0.36","0.00","1.82","12145","1.04","0.06","2.01","Not Available","0.58","0.38","0.78"
"140180","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"109","117.78","80.46","155.10","12036","0.28","0.00","0.56","1692","4.95","2.05","7.86","218","0.54","0.00","2.32","12483","1.81","0.66","2.97","Not Available","0.65","0.41","0.89"
"140181","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"14","Not Available","Not Available","Not Available","3978","0.22","0.00","0.58","285","3.06","0.00","7.53","62","0.80","0.00","2.96","4082","1.71","0.00","3.54","Not Available","0.55","0.18","0.92"
"140182","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"86","97.72","57.45","138.00","7959","0.42","0.10","0.73","1738","8.23","5.54","10.92","241","0.53","0.00","2.27","8312","1.42","0.27","2.57","Not Available","0.71","0.47","0.96"
"140184","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"55","103.81","59.20","148.43","3950","0.20","0.00","0.55","1052","2.62","0.00","5.76","113","0.66","0.00","2.62","4176","1.59","0.18","3.01","Not Available","0.48","0.19","0.77"
"140185","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"106","94.63","56.84","132.41","12736","0.35","0.08","0.62","2573","4.16","1.93","6.40","302","0.98","0.00","2.53","13173","0.53","0.00","1.55","Not Available","0.45","0.24","0.65"
"140186","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"119","137.50","98.45","176.55","10216","0.20","0.00","0.46","3013","3.33","1.51","5.15","272","1.74","0.10","3.38","10673","0.92","0.00","1.88","Not Available","0.42","0.23","0.61"
"140187","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"113","89.66","52.86","126.46","7676","0.26","0.00","0.56","1615","6.98","4.25","9.72","147","2.06","0.28","3.83","7886","2.01","0.80","3.23","Not Available","0.84","0.59","1.09"
"140189","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"21","Not Available","Not Available","Not Available","5585","0.34","0.00","0.69","895","3.16","0.02","6.30","140","0.58","0.00","2.42","5861","2.21","0.78","3.64","Not Available","0.64","0.35","0.93"
"140191","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"110","95.60","56.57","134.62","12912","0.28","0.02","0.54","2756","6.90","4.71","9.09","272","0.45","0.00","2.06","13261","1.13","0.10","2.15","Not Available","0.60","0.39","0.81"
"140197","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"14","Not Available","Not Available","Not Available","4190","0.42","0.04","0.80","161","2.80","0.00","7.06","25","0.85","0.00","3.06","4234","2.09","0.06","4.12","Not Available","0.63","0.23","1.03"
"140200","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"122","127.23","91.99","162.47","12372","0.14","0.00","0.38","3261","3.71","1.78","5.65","368","0.39","0.00","1.90","13008","1.33","0.46","2.21","Not Available","0.45","0.27","0.63"
"140202","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"126","96.28","59.92","132.63","13381","0.27","0.01","0.52","3107","2.06","0.23","3.89","320","0.98","0.00","2.52","13983","1.62","0.70","2.53","Not Available","0.47","0.29","0.66"
"140206","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"31","108.91","60.40","157.41","3553","0.23","0.00","0.61","402","4.42","0.31","8.52","79","0.68","0.00","2.68","3648","1.63","0.00","3.42","Not Available","0.56","0.19","0.92"
"140208","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"392","108.25","86.16","130.35","24646","0.23","0.04","0.41","7976","4.02","2.95","5.09","721","0.26","0.00","1.49","26546","0.92","0.32","1.51","Not Available","0.44","0.32","0.56"
"140209","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"131","109.66","74.24","145.08","10230","0.23","0.00","0.52","3307","2.52","0.80","4.23","405","1.37","0.00","2.83","10635","1.33","0.46","2.21","Not Available","0.42","0.24","0.60"
"140210","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1909","0.27","0.00","0.68","108","3.24","0.00","7.82","59","1.72","0.00","3.76","1998","1.15","0.00","3.05","Not Available","0.46","0.06","0.86"
"140211","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"63","128.39","83.82","172.96","6889","0.30","0.00","0.63","1738","8.04","5.39","10.69","201","0.55","0.00","2.32","7065","1.84","0.64","3.04","Not Available","0.75","0.50","1.00"
"140213","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"82","113.80","75.03","152.56","12682","0.61","0.33","0.88","2482","2.87","0.43","5.31","293","0.44","0.00","2.04","13114","1.17","0.17","2.16","Not Available","0.54","0.33","0.76"
"140217","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"82","102.22","61.04","143.39","5962","0.23","0.00","0.55","1257","5.53","3.14","7.92","145","0.57","0.00","2.40","6284","1.51","0.21","2.82","Not Available","0.58","0.33","0.83"
"140223","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"244","78.42","49.04","107.81","20434","0.20","0.00","0.41","5759","8.27","6.84","9.70","761","0.24","0.00","1.41","21116","1.03","0.34","1.73","Not Available","0.63","0.48","0.77"
"140224","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"96","81.70","45.55","117.86","7349","0.33","0.02","0.64","1507","4.60","1.83","7.38","212","1.23","0.00","2.95","7604","1.34","0.17","2.50","Not Available","0.58","0.34","0.82"
"140228","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"104","120.04","81.73","158.35","11071","0.22","0.00","0.50","2751","2.19","0.48","3.90","403","1.50","0.00","3.03","11703","1.77","0.81","2.72","Not Available","0.47","0.28","0.66"
"140231","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"217","86.17","56.88","115.45","14354","0.42","0.17","0.68","4077","7.21","5.53","8.90","488","0.80","0.00","2.20","15054","1.57","0.74","2.39","Not Available","0.71","0.54","0.88"
"140233","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"147","93.99","58.77","129.21","9151","0.19","0.00","0.49","3169","5.07","3.06","7.07","330","0.42","0.00","1.99","9587","2.97","2.02","3.93","Not Available","0.82","0.63","1.02"
"140234","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"13","Not Available","Not Available","Not Available","3033","0.25","0.00","0.65","604","1.87","0.00","5.35","46","0.79","0.00","2.93","3066","2.26","0.46","4.06","Not Available","0.54","0.19","0.89"
"140239","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"157","106.28","72.36","140.20","9242","0.35","0.06","0.64","2768","3.04","0.88","5.21","361","1.45","0.00","2.95","9692","2.05","1.07","3.03","Not Available","0.61","0.41","0.82"
"140240","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"58","96.84","55.23","138.44","3168","0.29","0.00","0.65","749","3.51","0.00","7.17","76","0.70","0.00","2.71","3308","1.23","0.00","2.78","Not Available","0.51","0.19","0.83"
"140242","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"189","85.72","56.80","114.64","14097","0.27","0.02","0.53","5109","4.01","2.54","5.47","518","1.81","0.38","3.24","14809","0.92","0.10","1.75","Not Available","0.44","0.27","0.60"
"140250","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"59","92.96","48.09","137.82","9349","0.14","0.00","0.44","1709","3.61","1.04","6.18","251","1.77","0.12","3.42","9555","0.84","0.00","1.94","Not Available","0.42","0.19","0.65"
"140251","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"92","112.50","76.17","148.83","7721","0.40","0.09","0.72","1256","5.93","2.90","8.95","236","1.20","0.00","2.90","7982","0.76","0.00","1.98","Not Available","0.59","0.33","0.84"
"140252","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"271","104.17","77.20","131.14","19941","0.30","0.08","0.52","5204","5.62","3.98","7.27","854","0.90","0.00","2.07","21320","1.17","0.48","1.85","Not Available","0.54","0.39","0.69"
"140258","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"279","59.41","33.41","85.41","16374","0.18","0.00","0.41","5845","6.45","5.01","7.88","467","0.77","0.00","2.13","17433","1.18","0.47","1.90","Not Available","0.57","0.43","0.72"
"140275","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"38","95.35","47.08","143.61","3959","0.25","0.00","0.59","872","2.36","0.00","5.72","110","0.63","0.00","2.54","4057","1.53","0.05","3.01","Not Available","0.45","0.15","0.75"
